,text,first_name,last_name,gender,archetype,label,count,max_proper_mention,poss,agent,patient,mod
22864829,"Ellie Withers is definitely notspoiled... so she wishes that George Nussbaum would stop implying that she is. It's not her fault that her stepfather became a TV star and now they live in a big house and people fawn over her wherever she goes. She doesn't even likebeing fawned over. Fortunately, her two closest friends understand her a lot better than George: Heather Smith loved her before she even knew who Ellie's stepfather was, and handsome Aaron Marquand has a father who's just as famous.
With Aaron back in town and very much in her life, Ellie feels like things are just fine...or would be if her mother hadn't hired George to tutor her. George has a habit of making Ellie feel a little less sure of herself, a little less on top of the world, a little less right about everything. Why does he always make her feel like she could be a better person than she is?
When Ellie's plans for her family, her friends, and even her love life don't turn out the way she imagined, she begins to wonder if maybe she couldstand to learn a thing or two after all...and whether it's possible--or even likely--that the perfect person to teach her is the last person she'd expected.",Ellie,Withers,female,Everyman,BELONGING,143,Ellie,"[('life', 6), ('stepfather', 4), ('friends', 4), ('family', 4), ('friend', 4), ('intentions', 2), ('head', 2), ('year', 2), ('name', 2), ('way', 2)]","[('has', 5), ('goes', 2), ('feels', 2), ('feel', 2), ('begins', 2), ('expected', 2), ('came', 2), ('started', 2), ('knows', 2), ('wishes', 1)]","[('understand', 2), ('notspoiled', 1), ('loved', 1), ('tutor', 1), ('teach', 1), ('like', 1), ('throw', 1), ('drag', 1), ('loves', 1), ('shows', 1)]","[('intelligent', 2), ('character', 2), ('girl', 2), ('person', 1), ('funny', 1), ('charming', 1), ('orphan', 1), ('bright', 1), ('happy', 1), ('pretty', 1)]"
22096475,"What if a microchip could identify your perfect match? What if it could be used against you and the ones you love?
Eight years ago, Mercer Corporation's M-Bands became mandatory. An evolution of the smartphone, the bracelets promised an easier life. Instead, they have come to control it.
Two years ago, Maggie Stevens watched helplessly as one of the people she loves most was taken from her, shattering her world as she knew it.
Now, Maggie is ready. And Quentin Mercer - heir to the M-Corp empire - has become key to Maggie's plan. But as the pieces of her dangerous design fall into place, could Quentin's involvement destroy everything she's fought for?
In a world full of broken promises, the ones Maggie must keep could be the most heartbreaking.",Maggie,Stevens,female,Outlaw,MASTERY,13,Maggie,"[('world', 1), ('plan', 1), ('fall', 1), ('wit', 1), ('relationship', 1)]","[('watched', 1), ('loves', 1), ('knew', 1), ('keep', 1)]","[('fought', 1)]","[('ready', 1), ('character', 1)]"
13494718,"Earth has been conquered by an alien race known as the Assembly. The human adult population is gone, having succumbed to the Tone---a powerful, telepathic super-signal broadcast across the planet that reduces them to a state of complete subservience. But the Tone has one critical flaw. It only affects the population once they reach their early twenties, which means that there is one group left to resist: Children.
Holt Hawkins is a bounty hunter, and his current target is Mira Toombs, an infamous treasure seeker with a price on her head. It's not long before Holt bags his prey, but their instant connection isn't something he bargained for. Neither is the Assembly ship that crash-lands near them shortly after. Venturing inside, Holt finds a young girl who remembers nothing except her name: Zoey.
As the three make their way to the cavernous metropolis of Midnight City, they encounter young freedom fighters, mutants, otherworldly artifacts, pirates, feuding alien armies, and the amazing powers that Zoey is beginning to exhibit. Powers that suggest she, as impossible as it seems, may just be the key to stopping the Assembly once and for all.",Holt,Hawkins,male,Outlaw,MASTERY,85,Holt,"[('target', 2), ('head', 2), ('prey', 1), ('Max', 1), ('characters', 1), ('actions', 1), ('growth', 1), ('feelings', 1), ('backstory', 1), ('chemistry', 1)]","[('find', 3), ('bargained', 2), ('tell', 2), ('shows', 2), ('tries', 2), ('does', 2), ('do', 2), ('bags', 1), ('finds', 1), ('contains', 1)]","[('supposed', 2), ('enabled', 1), ('used', 1), ('effect', 1), ('finds', 1), ('needs', 1), ('save', 1), ('understand', 1)]","[('hunter', 3), ('strong', 1), ('reliant', 1), ('bit', 1), ('awesome', 1), ('worth', 1), ('smart', 1), ('protective', 1), ('immune', 1)]"
28219554,"What Claire hasn't learned yet is that now comes the hard part: learning to trust in this new relationship. And that isn't easy when no one has ever given you a reason to trust before.
Then there's the pressing question of what to do with her life. Claire's new volunteer job working with kids offers a glimpse of a potential future, but it definitely isn't something her pushy mother is going to like.
Still, everything feels hopeful as she embarks on the next chapter of her life, armed with new friends and the warm and funny Mia. But Claire quickly discovers that negotiating this new terrain of adulthood isn't easy. Over the rest of this momentous summer, the biggest lesson Claire must learn is how not to let anything get in the way of her happiness. Especially herself.",Claire,,female,Everyman,BELONGING,10,Claire,"[('life', 2), ('job', 1), ('mother', 1), ('happiness', 1)]","[('learned', 1), ('embarks', 1), ('discovers', 1), ('learn', 1)]",[],[]
33287842,"This is a short story about Matt and Kate during their time at University of Nottingham, written for the university's alumni magazine.
It takes place during the 2039 timeline, during the events of The Next Together. The author described the story as taking place ""between Kate and Matt's first meeting, and the point when everything goes to hell. So... Chapter 2? :')""
Matt and Kate are outside collecting snails for a project, when they discover a crate of fireworks. Things go downhill from there...",Matt,,male,Explorer,INDEPENDENCE,3,Matt,[],[],[],[]
29618153,"Max Jackson is your typical teenage boy, concentrating on his classes at school and being accepted into a good university after graduation. There's just the small matter of the bomb in his basement, one Max and his fellow members of the ""Injustice League"" plan to use to level their city's unethical government. Too bad superhero Crush Goodman puts a stop to their plans. Max understands why Crush would steal the League's doomsday device, but why is Crush following him around and acting like they're friends? When the reprehensible Doctor Decay butts his head into Max's business, Max has to figure out how to save the city he's always worked to destroy--with or without Crush's help.",Max,Jackson,male,Outlaw,MASTERY,11,Max,"[('classes', 1), ('basement', 1), ('members', 1), ('business', 1)]","[('understands', 1), ('following', 1), ('has', 1), ('worked', 1)]","[('following', 1), ('worked', 1)]","[('boy', 1)]"
8940109,"For thirteen years, Ben Tomlin was an only child. But all that changes when his mother brings home Zan -- an eight-day-old chimpanzee. Ben's father, a renowned behavioral scientist, has uprooted the family to pursue his latest research project: a high-profile experiment to determine whether chimpanzees can acquire advanced language skills. Ben's parents tell him to treat Zan like a little brother. Ben reluctantly agrees. At least now he's not the only one his father's going to scrutinize.
It isn't long before Ben is Zan's favorite, and Ben starts to see Zan as more than just an experiment. His father disagrees. Soon Ben is forced to make a critical choice between what he is told to believe and what he knows to be true -- between obeying his father or protecting his brother from an unimaginable fate.
Half Brotherisn't just a story about a boy and a chimp. It's about the way families are made, the way humanity is judged, the way easy choices become hard ones, and how you can't always do right by the people and animals you love. In the hands of master storyteller Kenneth Oppel, it's a novel you won't soon forget.",Soon,Ben,male,Caregiver,STABILITY,28,Ben,"[('father', 6), ('brother', 3), ('mother', 1), ('parents', 1)]","[('agrees', 1), ('starts', 1), ('knows', 1), ('gets', 1), ('loves', 1), ('do', 1), ('has', 1)]","[('tell', 1), ('forced', 1), ('told', 1), ('introduced', 1)]","[('child', 1), ('favorite', 1), ('old', 1)]"
6936037,"Inilah faktanya. Charlotte Usher telah meninggal dunia. Dengan cara terkonyol: tersedak permen kenyal berbentuk beruang. Di tengah sebuah misi terpenting: menjadi cewek terpopuler di sekolah. Sebelum berhasil mencapai tujuan termulia: merebut hati Damen Dylan, cowok terkeren di Hawthorne High.
Dan sekarang, dia menjadi hantu. Bayangkan, HANTU! Dia bergentayangan di sekolah, tidak terlihat, bisa menembus dinding, dan menjadi penghuni rumah hantu. Tetapi, sama seperti kehidupan, ternyata kematian juga penuh tantangan. Setidaknya, Charlotte tetap harus bersekolah hingga lulus dan menghadapi persaingan dengan hantu tergarang di kelasnya.
Lalu, apakah dengan menjadi hantu berarti Charlotte harus melupakan misi dan tujuan hidupnya? Ataukah justru semua itu lebih mudah tercapai? Dan relakah Charlotte menerima ""takdir"" barunya dan menjalani hari-hari sebagai hantu?",dan,menjadi,other,None,NONE,2,dia menjadi hantu,[],[],[],[]
13091429,"For WICKED blev dannet. For Labyrinten blev bygget. 13 ar for Thomas blev sendt ind i Lysningen.
Soludbruddet har ramt Jorden. En ukendt sygdom haerger og truer med at tvinge hele menneskeheden i knae. Mark og Trina er overbeviste om, at det kan lade sig gore at redde de endnu raske fra sindssygdom og dod. Hvis de da ellers selv kan holde sig i live sa laenge. For i denne nye, odelagte verden har hvert liv en pris. Og for nogle er du mere vaerd dod end levende...
Udbruddet er en forhistorie til Maze Runner-trilogien, men laeses bedst efter de oprindelige bind i serien.",Hvis,de,other,None,NONE,8,Deedee,[],"[('went', 1), ('ended', 1), ('ends', 1), ('happened', 1)]","[('find', 1)]",[]
13562547,"Seventeen year old Katelyn Richards is a stronger person than anyone will ever know, and that is just the way she wants it. Behind her normal facade lies the reality of a broken home life. Thanks to her abusive mother, a string of deadbeat stepfathers, and an unsympathetic system, Katelyn has learned that the only one she can count on is herself. Her life's mission has become to shield her nine year old brother, Kevin, and to give him the future that they both wish for. A life with no more abuse, no worries about where their next meal will come from, and no more wondering if they will have a roof over their heads.
When her mother moves them again, this time to a small town in Montana, Katelyn's resolve is shaken when she meets Max, a cute boy from her new school, who gets a glimpse into her real world. Max slowly manages to break through Katelyn's wall of distrust, stirring up feelings she never saw coming. Now with her world more complicated than she ever intended, Katelyn struggles with the decision to follow her heart into the arms of the first boy she has ever loved. A decision that could risk the promise she made to protect Kevin, and to give them the 'someday soon' that is so close within their grasp.",Katelyn,Richards,female,Caregiver,STABILITY,97,Katelyn,"[('life', 6), ('brother', 6), ('mother', 5), ('world', 2), ('times', 2), ('relationship', 2), ('facade', 1), ('system', 1), ('resolve', 1), ('school', 1)]","[('learned', 2), ('count', 2), ('wants', 1), ('meets', 1), ('saw', 1), ('intended', 1), ('struggles', 1), ('loved', 1), ('made', 1), ('gets', 1)]","[('get', 1), ('praising', 1), ('slap', 1), ('remind', 1), ('meant', 1), ('know', 1), ('save', 1)]","[('scared', 2), ('person', 1), ('shocked', 1), ('strong', 1), ('ready', 1), ('determined', 1)]"
